526802.0,551524.0,-1
172690.0,847721.0,-1
654937.0,781879.0,-1
276794.0,384458.0,-1
202627.0,179376.0,-1
710910.0,464586.0,-1
786528.0,104976.0,-1
439793.0,740773.0,-1
432052.0,613723.0,-1
894785.0,440382.0,-1
265815.0,540385.0,-1
267049.0,950249.0,-1
683697.0,581516.0,-1
829240.0,591428.0,-1
753254.0,840123.0,-1
183478.0,851724.0,-1
67867.0,545392.0,-1
370955.0,325071.0,-1
800152.0,576217.0,-1
667280.0,765619.0,-1
693997.0,774817.0,-1
721905.0,378957.0,-1
879221.0,655497.0,-1
492415.0,829655.0,-1
268672.0,508874.0,-1
177241.0,292639.0,-1
793875.0,473793.0,-1
925732.0,210388.0,-1
739318.0,810528.0,-1
538571.0,654649.0,-1
261633.0,773355.0,-1
191257.0,802651.0,-1
69169.0,631490.0,-1
108232.0,373112.0,-1
716139.0,621721.0,-1
363437.0,77975.0,-1
235671.0,300234.0,-1
68388.0,574380.0,-1
156984.0,430950.0,-1
759789.0,229116.0,-1
205466.0,778884.0,-1
510739.0,121103.0,-1
652349.0,321291.0,-1
588933.0,366439.0,-1
571692.0,449353.0,-1
168036.0,807011.0,-1
920249.0,551171.0,-1
799903.0,784535.0,-1
383832.0,340506.0,-1
600996.0,890782.0,-1
259173.0,548593.0,-1
812942.0,85345.0,-1
429472.0,860855.0,-1
127134.0,379827.0,-1
234837.0,151054.0,-1
830226.0,483466.0,-1
595063.0,328609.0,-1
359520.0,132845.0,-1
411721.0,717873.0,-1
425563.0,163524.0,-1
171986.0,429306.0,-1
436641.0,55171.0,-1
139601.0,914203.0,-1
396583.0,82842.0,-1
923120.0,170161.0,-1
187314.0,815820.0,-1
871981.0,649086.0,-1
269126.0,508814.0,-1
372621.0,772258.0,-1
245254.0,907991.0,-1
471930.0,844046.0,-1
660650.0,615038.0,-1
756701.0,207223.0,-1
546166.0,423311.0,-1
601619.0,825604.0,-1
256073.0,917590.0,-1
238748.0,551038.0,-1
576235.0,462612.0,-1
102983.0,382712.0,-1
248683.0,383412.0,-1
638966.0,486628.0,-1
769656.0,721159.0,-1
235022.0,911236.0,-1
819438.0,662327.0,-1
382720.0,263255.0,-1
722404.0,952207.0,-1
736557.0,897961.0,-1
705518.0,925936.0,-1
188424.0,849785.0,-1
932662.0,537069.0,-1
924289.0,171369.0,-1
311065.0,219934.0,-1
923996.0,594948.0,-1
791355.0,529644.0,-1
182751.0,435819.0,-1
371464.0,328177.0,-1
159683.0,838958.0,-1
769546.0,554722.0,-1
468350.0,395883.0,-1
927170.0,250593.0,-1
474641.0,81263.0,-1
56907.0,586609.0,-1
642157.0,345545.0,-1
573324.0,878802.0,-1
220884.0,916718.0,-1
689725.0,465685.0,-1
701017.0,931252.0,-1
937823.0,540173.0,-1
735295.0,814058.0,-1
811971.0,664520.0,-1
294053.0,878220.0,-1
367806.0,123963.0,-1
690195.0,475150.0,-1
846693.0,429031.0,-1
86243.0,559135.0,-1
571669.0,873544.0,-1
823202.0,619103.0,-1
390934.0,170420.0,-1
607463.0,477085.0,-1
411606.0,137378.0,-1
344915.0,702496.0,-1
758172.0,608152.0,-1
163956.0,833732.0,-1
182050.0,424341.0,-1
306042.0,66361.0,-1
465599.0,383470.0,-1
456821.0,105575.0,-1
496658.0,816784.0,-1
625709.0,660145.0,-1
546632.0,599204.0,-1
554938.0,347875.0,-1
603472.0,894573.0,-1
400055.0,131725.0,-1
134134.0,842630.0,-1
750459.0,800215.0,-1
34795.0,606311.0,-1
118590.0,857150.0,-1
883231.0,232031.0,-1
873742.0,448214.0,-1
321050.0,422497.0,-1
898578.0,612291.0,-1
555429.0,604551.0,-1
612392.0,916853.0,-1
804706.0,788001.0,-1
897131.0,604582.0,-1
442931.0,430123.0,-1
232043.0,177614.0,-1
333682.0,401078.0,-1
585048.0,505097.0,-1
377975.0,461076.0,-1
457033.0,127590.0,-1
553038.0,606418.0,-1
766617.0,548142.0,-1
434581.0,123267.0,-1
333937.0,51121.0,-1
400550.0,144359.0,-1
220869.0,407358.0,-1
523329.0,404632.0,-1
430686.0,844506.0,-1
293864.0,241877.0,-1
788776.0,582930.0,-1
370252.0,347498.0,-1
257984.0,555707.0,-1
308616.0,811021.0,-1
593689.0,316888.0,-1
262846.0,559590.0,-1
593887.0,210595.0,-1
426625.0,475977.0,-1
572244.0,349463.0,-1
549945.0,372313.0,-1
194258.0,914691.0,-1
659529.0,498474.0,-1
755829.0,751858.0,-1
612648.0,772280.0,-1
416763.0,96639.0,-1
239495.0,163949.0,-1
749941.0,916922.0,-1
876503.0,659112.0,-1
199043.0,270173.0,-1
404782.0,557913.0,-1
848137.0,87922.0,-1
695514.0,321521.0,-1
145282.0,391482.0,-1
690968.0,555952.0,-1
222727.0,770963.0,-1
109090.0,326101.0,-1
329428.0,66056.0,-1
473485.0,847098.0,-1
224288.0,931476.0,-1
