664159.0	550946.0	1
665845.0	557965.0	1
597173.0	575538.0	1
618600.0	551446.0	1
635690.0	608046.0	1
588100.0	557588.0	1
582015.0	546191.0	1
604678.0	574577.0	1
572029.0	518313.0	1
604737.0	574591.0	1
577728.0	587566.0	1
602013.0	574722.0	1
627968.0	574625.0	1
607269.0	536961.0	1
603145.0	574795.0	1
671919.0	571761.0	1
612184.0	570393.0	1
600032.0	575310.0	1
627912.0	593892.0	1
601967.0	604428.0	1
591851.0	569051.0	1
601444.0	572693.0	1
629718.0	558104.0	1
661430.0	603567.0	1
597551.0	556737.0	1
601182.0	582584.0	1
562704.0	570596.0	1
605107.0	563429.0	1
607214.0	575069.0	1
568824.0	570203.0	1
612485.0	518009.0	1
589244.0	573777.0	1
625579.0	551084.0	1
560237.0	500154.0	1
626224.0	569687.0	1
610666.0	551701.0	1
597428.0	569940.0	1
600582.0	599535.0	1
604168.0	555003.0	1
613871.0	550423.0	1
617310.0	551945.0	1
625728.0	579460.0	1
606300.0	566708.0	1
638559.0	558807.0	1
582176.0	630383.0	1
544056.0	577786.0	1
631297.0	578351.0	1
561574.0	621747.0	1
604973.0	574773.0	1
605284.0	556134.0	1
617910.0	592293.0	1
555904.0	640401.0	1
526559.0	509417.0	1
603849.0	572396.0	1
598634.0	619900.0	1
603359.0	589262.0	1
657455.0	567754.0	1
614279.0	599251.0	1
578496.0	631434.0	1
645171.0	595209.0	1
688015.0	533535.0	1
656477.0	573007.0	1
540029.0	563888.0	1
597418.0	538362.0	1
613545.0	574733.0	1
628696.0	542447.0	1
604157.0	574191.0	1
603126.0	497987.0	1
605850.0	533310.0	1
596179.0	529556.0	1
610330.0	552628.0	1
598184.0	531473.0	1
620438.0	511694.0	1
600202.0	622079.0	1
603021.0	577991.0	1
515612.0	540643.0	1
606548.0	574376.0	1
593490.0	623110.0	1
607084.0	595500.0	1
583728.0	563146.0	1
616044.0	533807.0	1
624452.0	584622.0	1
604438.0	574666.0	1
625709.0	660145.0	1
601376.0	579831.0	1
565148.0	557305.0	1
639418.0	537903.0	1
612799.0	537497.0	1
583653.0	652182.0	1
599808.0	596484.0	1
605250.0	573272.0	1
606738.0	601356.0	1
611044.0	571814.0	1
575440.0	568511.0	1
616329.0	529516.0	1
605927.0	572533.0	1
609286.0	586782.0	1
647354.0	579190.0	1
606929.0	571420.0	1
562920.0	559223.0	1
680357.0	620811.0	1
707100.0	601463.0	1
604294.0	574368.0	1
614917.0	600946.0	1
611508.0	503220.0	1
603789.0	574474.0	1
551740.0	588768.0	1
546031.0	570429.0	1
569197.0	559307.0	1
688712.0	568754.0	1
604067.0	574091.0	1
606809.0	572101.0	1
588597.0	622592.0	1
613840.0	534167.0	1
576263.0	547239.0	1
597077.0	568196.0	1
601339.0	571609.0	1
606011.0	569426.0	1
593398.0	559764.0	1
593166.0	622725.0	1
609796.0	532982.0	1
712648.0	607541.0	1
585048.0	505097.0	1
525967.0	565687.0	1
660327.0	585901.0	1
607604.0	573951.0	1
604001.0	573587.0	1
591484.0	571087.0	1
613868.0	585089.0	1
645464.0	660478.0	1
538571.0	654649.0	1
555429.0	604551.0	1
597620.0	586226.0	1
586097.0	567445.0	1
545235.0	539822.0	1
649088.0	575733.0	1
